contour_chin.x,contour_chin.y,contour_left1.x,contour_left1.y,contour_left2.x,contour_left2.y,contour_left3.x,contour_left3.y,contour_left4.x,contour_left4.y,contour_left5.x,contour_left5.y,contour_left6.x,contour_left6.y,contour_left7.x,contour_left7.y,contour_left8.x,contour_left8.y,contour_left9.x,contour_left9.y,contour_right1.x,contour_right1.y,contour_right2.x,contour_right2.y,contour_right3.x,contour_right3.y,contour_right4.x,contour_right4.y,contour_right5.x,contour_right5.y,contour_right6.x,contour_right6.y,contour_right7.x,contour_right7.y,contour_right8.x,contour_right8.y,contour_right9.x,contour_right9.y,left_eye_bottom.x,left_eye_bottom.y,left_eye_center.x,left_eye_center.y,left_eye_left_corner.x,left_eye_left_corner.y,left_eye_lower_left_quarter.x,left_eye_lower_left_quarter.y,left_eye_lower_right_quarter.x,left_eye_lower_right_quarter.y,left_eye_pupil.x,left_eye_pupil.y,left_eye_right_corner.x,left_eye_right_corner.y,left_eye_top.x,left_eye_top.y,left_eye_upper_left_quarter.x,left_eye_upper_left_quarter.y,left_eye_upper_right_quarter.x,left_eye_upper_right_quarter.y,left_eyebrow_left_corner.x,left_eyebrow_left_corner.y,left_eyebrow_lower_left_quarter.x,left_eyebrow_lower_left_quarter.y,left_eyebrow_lower_middle.x,left_eyebrow_lower_middle.y,left_eyebrow_lower_right_quarter.x,left_eyebrow_lower_right_quarter.y,left_eyebrow_right_corner.x,left_eyebrow_right_corner.y,left_eyebrow_upper_left_quarter.x,left_eyebrow_upper_left_quarter.y,left_eyebrow_upper_middle.x,left_eyebrow_upper_middle.y,left_eyebrow_upper_right_quarter.x,left_eyebrow_upper_right_quarter.y,mouth_left_corner.x,mouth_left_corner.y,mouth_lower_lip_bottom.x,mouth_lower_lip_bottom.y,mouth_lower_lip_left_contour1.x,mouth_lower_lip_left_contour1.y,mouth_lower_lip_left_contour2.x,mouth_lower_lip_left_contour2.y,mouth_lower_lip_left_contour3.x,mouth_lower_lip_left_contour3.y,mouth_lower_lip_right_contour1.x,mouth_lower_lip_right_contour1.y,mouth_lower_lip_right_contour2.x,mouth_lower_lip_right_contour2.y,mouth_lower_lip_right_contour3.x,mouth_lower_lip_right_contour3.y,mouth_lower_lip_top.x,mouth_lower_lip_top.y,mouth_right_corner.x,mouth_right_corner.y,mouth_upper_lip_bottom.x,mouth_upper_lip_bottom.y,mouth_upper_lip_left_contour1.x,mouth_upper_lip_left_contour1.y,mouth_upper_lip_left_contour2.x,mouth_upper_lip_left_contour2.y,mouth_upper_lip_left_contour3.x,mouth_upper_lip_left_contour3.y,mouth_upper_lip_right_contour1.x,mouth_upper_lip_right_contour1.y,mouth_upper_lip_right_contour2.x,mouth_upper_lip_right_contour2.y,mouth_upper_lip_right_contour3.x,mouth_upper_lip_right_contour3.y,mouth_upper_lip_top.x,mouth_upper_lip_top.y,nose_contour_left1.x,nose_contour_left1.y,nose_contour_left2.x,nose_contour_left2.y,nose_contour_left3.x,nose_contour_left3.y,nose_contour_lower_middle.x,nose_contour_lower_middle.y,nose_contour_right1.x,nose_contour_right1.y,nose_contour_right2.x,nose_contour_right2.y,nose_contour_right3.x,nose_contour_right3.y,nose_left.x,nose_left.y,nose_right.x,nose_right.y,nose_tip.x,nose_tip.y,right_eye_bottom.x,right_eye_bottom.y,right_eye_center.x,right_eye_center.y,right_eye_left_corner.x,right_eye_left_corner.y,right_eye_lower_left_quarter.x,right_eye_lower_left_quarter.y,right_eye_lower_right_quarter.x,right_eye_lower_right_quarter.y,right_eye_pupil.x,right_eye_pupil.y,right_eye_right_corner.x,right_eye_right_corner.y,right_eye_top.x,right_eye_top.y,right_eye_upper_left_quarter.x,right_eye_upper_left_quarter.y,right_eye_upper_right_quarter.x,right_eye_upper_right_quarter.y,right_eyebrow_left_corner.x,right_eyebrow_left_corner.y,right_eyebrow_lower_left_quarter.x,right_eyebrow_lower_left_quarter.y,right_eyebrow_lower_middle.x,right_eyebrow_lower_middle.y,right_eyebrow_lower_right_quarter.x,right_eyebrow_lower_right_quarter.y,right_eyebrow_right_corner.x,right_eyebrow_right_corner.y,right_eyebrow_upper_left_quarter.x,right_eyebrow_upper_left_quarter.y,right_eyebrow_upper_middle.x,right_eyebrow_upper_middle.y,right_eyebrow_upper_right_quarter.x,right_eyebrow_upper_right_quarter.y
0.49,0.79,0,0,0,0.11,0.01,0.22,0.03,0.33,0.07,0.44,0.13,0.53,0.2,0.62,0.28,0.7,0.37,0.77,1,0,0.99,0.11,0.98,0.22,0.96,0.33,0.92,0.43,0.86,0.53,0.79,0.62,0.71,0.7,0.62,0.77,0.26,0.04,0.26,0.01,0.17,0,0.21,0.03,0.31,0.04,0.27,0,0.36,0.04,0.27,-0.04,0.21,-0.03,0.32,-0.01,0.09,-0.12,0.16,-0.12,0.23,-0.11,0.31,-0.09,0.39,-0.08,0.16,-0.17,0.24,-0.17,0.32,-0.14,0.25,0.41,0.5,0.58,0.36,0.49,0.31,0.5,0.39,0.56,0.63,0.48,0.68,0.49,0.61,0.55,0.5,0.52,0.73,0.4,0.5,0.47,0.45,0.43,0.35,0.43,0.37,0.45,0.55,0.43,0.64,0.42,0.62,0.45,0.5,0.44,0.41,0.04,0.38,0.24,0.42,0.36,0.49,0.39,0.56,0.04,0.6,0.24,0.57,0.36,0.35,0.32,0.63,0.31,0.48,0.32,0.72,0.04,0.72,0.01,0.62,0.04,0.67,0.04,0.77,0.03,0.71,0,0.82,0,0.71,-0.03,0.66,-0.01,0.77,-0.02,0.58,-0.09,0.66,-0.1,0.74,-0.11,0.82,-0.11,0.89,-0.11,0.65,-0.14,0.73,-0.17,0.82,-0.16
0.473684211,0.821052632,0,0,0,0.115789474,0.010526316,0.221052632,0.021052632,0.336842105,0.052631579,0.452631579,0.105263158,0.547368421,0.178947368,0.642105263,0.252631579,0.726315789,0.357894737,0.8,1,0,1,0.115789474,0.989473684,0.231578947,0.968421053,0.347368421,0.926315789,0.452631579,0.863157895,0.557894737,0.789473684,0.652631579,0.705263158,0.726315789,0.610526316,0.8,0.252631579,0.021052632,0.252631579,-0.010526316,0.157894737,-0.021052632,0.2,0.010526316,0.305263158,0.021052632,0.263157895,-0.021052632,0.357894737,0.010526316,0.263157895,-0.052631579,0.210526316,-0.042105263,0.315789474,-0.031578947,0.084210526,-0.136842105,0.147368421,-0.136842105,0.221052632,-0.136842105,0.294736842,-0.115789474,0.378947368,-0.115789474,0.147368421,-0.189473684,0.231578947,-0.189473684,0.305263158,-0.168421053,0.263157895,0.452631579,0.463157895,0.589473684,0.347368421,0.515789474,0.305263158,0.515789474,0.368421053,0.568421053,0.578947368,0.526315789,0.631578947,0.536842105,0.557894737,0.578947368,0.463157895,0.536842105,0.684210526,0.473684211,0.463157895,0.473684211,0.421052632,0.442105263,0.336842105,0.431578947,0.357894737,0.452631579,0.505263158,0.442105263,0.6,0.452631579,0.568421053,0.473684211,0.463157895,0.442105263,0.410526316,0.021052632,0.368421053,0.221052632,0.4,0.336842105,0.473684211,0.357894737,0.557894737,0.021052632,0.589473684,0.221052632,0.547368421,0.336842105,0.336842105,0.305263158,0.621052632,0.305263158,0.463157895,0.273684211,0.715789474,0.031578947,0.705263158,0,0.610526316,0.021052632,0.652631579,0.031578947,0.768421053,0.021052632,0.694736842,-0.010526316,0.810526316,-0.010526316,0.705263158,-0.042105263,0.642105263,-0.021052632,0.757894737,-0.031578947,0.557894737,-0.105263158,0.642105263,-0.115789474,0.726315789,-0.126315789,0.8,-0.136842105,0.873684211,-0.136842105,0.631578947,-0.168421053,0.715789474,-0.189473684,0.810526316,-0.189473684
0.470588235,0.803921569,0,0,0,0.107843137,0.009803922,0.215686275,0.029411765,0.333333333,0.058823529,0.441176471,0.107843137,0.539215686,0.176470588,0.62745098,0.254901961,0.715686275,0.352941176,0.784313725,1,0,1,0.117647059,0.990196078,0.225490196,0.960784314,0.343137255,0.931372549,0.460784314,0.882352941,0.558823529,0.803921569,0.647058824,0.715686275,0.725490196,0.607843137,0.784313725,0.215686275,0.019607843,0.225490196,-0.009803922,0.12745098,-0.009803922,0.166666667,0.009803922,0.274509804,0.019607843,0.225490196,-0.019607843,0.323529412,0.009803922,0.225490196,-0.058823529,0.166666667,-0.049019608,0.284313725,-0.039215686,0.058823529,-0.147058824,0.12745098,-0.156862745,0.196078431,-0.166666667,0.274509804,-0.156862745,0.352941176,-0.156862745,0.117647059,-0.205882353,0.196078431,-0.225490196,0.284313725,-0.205882353,0.284313725,0.480392157,0.460784314,0.549019608,0.37254902,0.480392157,0.333333333,0.519607843,0.392156863,0.539215686,0.549019608,0.480392157,0.598039216,0.509803922,0.539215686,0.539215686,0.460784314,0.480392157,0.647058824,0.480392157,0.460784314,0.480392157,0.411764706,0.421568627,0.343137255,0.450980392,0.37254902,0.480392157,0.5,0.421568627,0.578431373,0.441176471,0.549019608,0.480392157,0.460784314,0.431372549,0.392156863,0.019607843,0.352941176,0.196078431,0.392156863,0.31372549,0.460784314,0.333333333,0.549019608,0.019607843,0.578431373,0.196078431,0.539215686,0.31372549,0.323529412,0.284313725,0.617647059,0.284313725,0.460784314,0.235294118,0.735294118,0.019607843,0.735294118,-0.009803922,0.637254902,0,0.676470588,0.009803922,0.784313725,0.009803922,0.725490196,-0.029411765,0.823529412,-0.009803922,0.725490196,-0.068627451,0.676470588,-0.049019608,0.784313725,-0.049019608,0.607843137,-0.156862745,0.68627451,-0.147058824,0.764705882,-0.147058824,0.843137255,-0.137254902,0.911764706,-0.117647059,0.68627451,-0.205882353,0.774509804,-0.205882353,0.852941176,-0.18627451
0.505747126,0.770114943,0,0,0,0.103448276,0.011494253,0.218390805,0.034482759,0.32183908,0.068965517,0.436781609,0.126436782,0.528735632,0.195402299,0.609195402,0.287356322,0.689655172,0.390804598,0.747126437,1,-0.011494253,1,0.103448276,0.988505747,0.218390805,0.965517241,0.32183908,0.931034483,0.425287356,0.885057471,0.528735632,0.816091954,0.609195402,0.724137931,0.689655172,0.632183908,0.747126437,0.275862069,0.034482759,0.275862069,0,0.183908046,0,0.218390805,0.022988506,0.32183908,0.022988506,0.287356322,-0.011494253,0.379310345,0.022988506,0.275862069,-0.045977011,0.229885057,-0.034482759,0.333333333,-0.034482759,0.103448276,-0.126436782,0.16091954,-0.137931034,0.229885057,-0.137931034,0.298850575,-0.137931034,0.379310345,-0.126436782,0.16091954,-0.183908046,0.229885057,-0.195402299,0.310344828,-0.183908046,0.298850575,0.459770115,0.505747126,0.574712644,0.402298851,0.482758621,0.356321839,0.517241379,0.413793103,0.551724138,0.609195402,0.494252874,0.666666667,0.517241379,0.597701149,0.563218391,0.505747126,0.505747126,0.712643678,0.459770115,0.505747126,0.471264368,0.459770115,0.425287356,0.379310345,0.436781609,0.402298851,0.471264368,0.563218391,0.425287356,0.643678161,0.436781609,0.609195402,0.471264368,0.505747126,0.436781609,0.436781609,0.022988506,0.402298851,0.218390805,0.425287356,0.333333333,0.505747126,0.356321839,0.574712644,0.022988506,0.609195402,0.218390805,0.574712644,0.333333333,0.367816092,0.298850575,0.643678161,0.298850575,0.505747126,0.275862069,0.735632184,0.034482759,0.724137931,0,0.632183908,0.022988506,0.67816092,0.022988506,0.781609195,0.022988506,0.712643678,-0.011494253,0.816091954,0,0.724137931,-0.045977011,0.666666667,-0.034482759,0.781609195,-0.034482759,0.620689655,-0.137931034,0.689655172,-0.137931034,0.770114943,-0.137931034,0.827586207,-0.137931034,0.896551724,-0.126436782,0.689655172,-0.183908046,0.75862069,-0.195402299,0.83908046,-0.183908046
0.480769231,0.788461538,0,0,0,0.115384615,0,0.221153846,0.019230769,0.336538462,0.048076923,0.451923077,0.096153846,0.548076923,0.163461538,0.644230769,0.25,0.711538462,0.355769231,0.769230769,1,0,1,0.115384615,1,0.230769231,0.980769231,0.346153846,0.951923077,0.461538462,0.894230769,0.567307692,0.817307692,0.653846154,0.721153846,0.721153846,0.615384615,0.769230769,0.259615385,0,0.259615385,-0.028846154,0.173076923,-0.028846154,0.211538462,-0.009615385,0.307692308,-0.009615385,0.269230769,-0.038461538,0.355769231,-0.019230769,0.259615385,-0.067307692,0.211538462,-0.048076923,0.317307692,-0.048076923,0.086538462,-0.115384615,0.144230769,-0.134615385,0.211538462,-0.134615385,0.278846154,-0.134615385,0.355769231,-0.144230769,0.134615385,-0.173076923,0.201923077,-0.192307692,0.278846154,-0.182692308,0.298076923,0.490384615,0.471153846,0.548076923,0.384615385,0.490384615,0.346153846,0.528846154,0.403846154,0.548076923,0.567307692,0.480769231,0.605769231,0.509615385,0.548076923,0.538461538,0.471153846,0.490384615,0.653846154,0.471153846,0.471153846,0.442307692,0.423076923,0.394230769,0.355769231,0.432692308,0.384615385,0.451923077,0.519230769,0.384615385,0.596153846,0.413461538,0.557692308,0.442307692,0.471153846,0.394230769,0.403846154,0.009615385,0.375,0.173076923,0.403846154,0.278846154,0.471153846,0.298076923,0.538461538,0,0.567307692,0.173076923,0.538461538,0.278846154,0.346153846,0.259615385,0.596153846,0.259615385,0.461538462,0.201923077,0.682692308,0.009615385,0.682692308,-0.019230769,0.596153846,-0.009615385,0.634615385,0,0.740384615,0,0.682692308,-0.028846154,0.778846154,-0.019230769,0.682692308,-0.057692308,0.634615385,-0.048076923,0.740384615,-0.048076923,0.576923077,-0.134615385,0.653846154,-0.125,0.730769231,-0.134615385,0.798076923,-0.125,0.865384615,-0.105769231,0.644230769,-0.173076923,0.730769231,-0.182692308,0.807692308,-0.163461538
0.510204082,0.734693878,0,0,0,0.102040816,0.010204082,0.204081633,0.040816327,0.316326531,0.071428571,0.418367347,0.132653061,0.510204082,0.204081633,0.591836735,0.285714286,0.663265306,0.387755102,0.714285714,1,-0.010204082,0.989795918,0.102040816,0.979591837,0.204081633,0.948979592,0.306122449,0.918367347,0.397959184,0.867346939,0.489795918,0.795918367,0.571428571,0.714285714,0.642857143,0.62244898,0.704081633,0.275510204,0.030612245,0.275510204,0,0.193877551,0,0.224489796,0.020408163,0.316326531,0.030612245,0.285714286,-0.010204082,0.357142857,0.020408163,0.275510204,-0.040816327,0.234693878,-0.030612245,0.326530612,-0.020408163,0.12244898,-0.091836735,0.183673469,-0.102040816,0.255102041,-0.112244898,0.316326531,-0.102040816,0.387755102,-0.102040816,0.183673469,-0.142857143,0.255102041,-0.153061224,0.326530612,-0.142857143,0.316326531,0.43877551,0.510204082,0.551020408,0.418367347,0.469387755,0.367346939,0.489795918,0.428571429,0.530612245,0.602040816,0.479591837,0.653061224,0.5,0.591836735,0.540816327,0.510204082,0.489795918,0.693877551,0.448979592,0.510204082,0.469387755,0.469387755,0.418367347,0.397959184,0.428571429,0.418367347,0.448979592,0.56122449,0.418367347,0.632653061,0.43877551,0.602040816,0.459183673,0.520408163,0.428571429,0.43877551,0.030612245,0.408163265,0.204081633,0.43877551,0.316326531,0.520408163,0.346938776,0.581632653,0.020408163,0.62244898,0.204081633,0.591836735,0.316326531,0.37755102,0.285714286,0.653061224,0.275510204,0.520408163,0.265306122,0.734693878,0.030612245,0.734693878,0,0.632653061,0.020408163,0.683673469,0.020408163,0.785714286,0.010204082,0.714285714,-0.010204082,0.826530612,-0.010204082,0.724489796,-0.051020408,0.673469388,-0.030612245,0.785714286,-0.040816327,0.62244898,-0.102040816,0.704081633,-0.102040816,0.775510204,-0.12244898,0.846938776,-0.12244898,0.908163265,-0.12244898,0.693877551,-0.153061224,0.775510204,-0.173469388,0.846938776,-0.173469388
0.510869565,0.77173913,0,0,0,0.108695652,0.010869565,0.217391304,0.032608696,0.326086957,0.076086957,0.434782609,0.130434783,0.532608696,0.206521739,0.608695652,0.293478261,0.684782609,0.391304348,0.75,1,-0.010869565,1,0.097826087,0.989130435,0.206521739,0.97826087,0.326086957,0.934782609,0.423913043,0.880434783,0.52173913,0.815217391,0.608695652,0.72826087,0.684782609,0.641304348,0.739130435,0.260869565,0.010869565,0.260869565,-0.010869565,0.173913043,-0.010869565,0.217391304,0,0.315217391,0.010869565,0.27173913,-0.010869565,0.358695652,0,0.27173913,-0.043478261,0.217391304,-0.032608696,0.315217391,-0.032608696,0.097826087,-0.141304348,0.173913043,-0.141304348,0.239130435,-0.141304348,0.315217391,-0.130434783,0.391304348,-0.130434783,0.163043478,-0.184782609,0.239130435,-0.195652174,0.326086957,-0.184782609,0.304347826,0.413043478,0.510869565,0.554347826,0.402173913,0.467391304,0.347826087,0.489130435,0.423913043,0.532608696,0.630434783,0.467391304,0.673913043,0.47826087,0.608695652,0.532608696,0.510869565,0.5,0.717391304,0.413043478,0.510869565,0.423913043,0.467391304,0.391304348,0.380434783,0.391304348,0.413043478,0.413043478,0.565217391,0.391304348,0.641304348,0.391304348,0.619565217,0.413043478,0.510869565,0.391304348,0.423913043,0.010869565,0.391304348,0.173913043,0.434782609,0.282608696,0.5,0.304347826,0.565217391,0.010869565,0.608695652,0.173913043,0.576086957,0.282608696,0.369565217,0.260869565,0.630434783,0.25,0.510869565,0.217391304,0.72826087,0.010869565,0.72826087,-0.010869565,0.641304348,0,0.684782609,0.010869565,0.782608696,0,0.72826087,-0.02173913,0.815217391,-0.010869565,0.72826087,-0.054347826,0.673913043,-0.032608696,0.782608696,-0.043478261,0.630434783,-0.152173913,0.695652174,-0.152173913,0.77173913,-0.152173913,0.836956522,-0.141304348,0.891304348,-0.130434783,0.695652174,-0.195652174,0.77173913,-0.206521739,0.847826087,-0.184782609
0.517482517,0.776223776,0,0,0.006993007,0.111888112,0.020979021,0.223776224,0.041958042,0.328671329,0.076923077,0.433566434,0.132867133,0.531468531,0.20979021,0.615384615,0.293706294,0.692307692,0.391608392,0.755244755,1,0,0.993006993,0.111888112,0.979020979,0.216783217,0.958041958,0.321678322,0.923076923,0.426573427,0.874125874,0.517482517,0.804195804,0.601398601,0.727272727,0.685314685,0.636363636,0.748251748,0.272727273,0.034965035,0.27972028,0,0.181818182,-0.006993007,0.216783217,0.013986014,0.328671329,0.034965035,0.293706294,-0.013986014,0.384615385,0.020979021,0.286713287,-0.055944056,0.223776224,-0.041958042,0.342657343,-0.027972028,0.104895105,-0.146853147,0.167832168,-0.153846154,0.244755245,-0.153846154,0.328671329,-0.13986014,0.405594406,-0.132867133,0.167832168,-0.202797203,0.251748252,-0.20979021,0.335664336,-0.188811189,0.307692308,0.461538462,0.524475524,0.573426573,0.412587413,0.496503497,0.370629371,0.517482517,0.433566434,0.552447552,0.622377622,0.496503497,0.671328671,0.517482517,0.608391608,0.559440559,0.524475524,0.517482517,0.72027972,0.461538462,0.517482517,0.503496503,0.475524476,0.461538462,0.391608392,0.468531469,0.412587413,0.48951049,0.566433566,0.461538462,0.643356643,0.468531469,0.622377622,0.48951049,0.517482517,0.475524476,0.447552448,0.027972028,0.412587413,0.230769231,0.447552448,0.34965035,0.524475524,0.370629371,0.587412587,0.027972028,0.629370629,0.230769231,0.594405594,0.34965035,0.384615385,0.314685315,0.657342657,0.314685315,0.524475524,0.286713287,0.755244755,0.034965035,0.748251748,0,0.65034965,0.027972028,0.699300699,0.027972028,0.804195804,0.020979021,0.734265734,-0.006993007,0.839160839,-0.006993007,0.741258741,-0.048951049,0.685314685,-0.020979021,0.797202797,-0.034965035,0.615384615,-0.118881119,0.692307692,-0.118881119,0.769230769,-0.132867133,0.846153846,-0.132867133,0.916083916,-0.125874126,0.685314685,-0.167832168,0.769230769,-0.188811189,0.846153846,-0.181818182
0.505263158,0.810526316,0,0,0,0.115789474,0.010526316,0.231578947,0.031578947,0.347368421,0.063157895,0.452631579,0.115789474,0.557894737,0.189473684,0.642105263,0.273684211,0.726315789,0.378947368,0.789473684,1,-0.010526316,1,0.105263158,0.989473684,0.221052632,0.968421053,0.326315789,0.936842105,0.442105263,0.884210526,0.536842105,0.810526316,0.631578947,0.736842105,0.715789474,0.631578947,0.778947368,0.263157895,0.031578947,0.263157895,0.010526316,0.168421053,0,0.210526316,0.021052632,0.315789474,0.031578947,0.273684211,0,0.357894737,0.031578947,0.273684211,-0.042105263,0.210526316,-0.031578947,0.326315789,-0.021052632,0.094736842,-0.126315789,0.168421053,-0.136842105,0.242105263,-0.136842105,0.315789474,-0.126315789,0.4,-0.115789474,0.168421053,-0.189473684,0.242105263,-0.189473684,0.326315789,-0.178947368,0.315789474,0.473684211,0.505263158,0.578947368,0.410526316,0.494736842,0.368421053,0.526315789,0.431578947,0.568421053,0.6,0.494736842,0.642105263,0.526315789,0.578947368,0.568421053,0.505263158,0.515789474,0.694736842,0.473684211,0.505263158,0.505263158,0.463157895,0.452631579,0.389473684,0.463157895,0.410526316,0.494736842,0.547368421,0.452631579,0.621052632,0.463157895,0.6,0.494736842,0.505263158,0.463157895,0.431578947,0.031578947,0.4,0.231578947,0.431578947,0.347368421,0.505263158,0.368421053,0.578947368,0.031578947,0.610526316,0.231578947,0.578947368,0.347368421,0.368421053,0.315789474,0.642105263,0.315789474,0.515789474,0.284210526,0.736842105,0.031578947,0.726315789,0,0.631578947,0.021052632,0.684210526,0.031578947,0.778947368,0.010526316,0.715789474,-0.010526316,0.821052632,-0.010526316,0.726315789,-0.042105263,0.673684211,-0.021052632,0.778947368,-0.042105263,0.6,-0.115789474,0.673684211,-0.115789474,0.747368421,-0.136842105,0.821052632,-0.136842105,0.894736842,-0.126315789,0.663157895,-0.168421053,0.747368421,-0.189473684,0.831578947,-0.178947368
